	sentence	annotation
1518	What is Santiago?	non_argument
1519	Are countries without in red?	non_argument
1520	However, is English the official  language?	non_argument
1521	Are most Spanish  speakers in Latin America?	non_argument
1522	Are countries where is a regionalism in green?	non_argument
1523	The deeper  the blue  is, is the more  predominant?	non_argument
1524	Are these marked with an asterisk  ( *  )?	non_argument
1525	Did the language lose its official status?	non_argument
1526	Where do about 400 million people speak Spanish?	non_argument
1527	What kind of instrument is the spanish language?	non_argument
1528	Is the lexical similarity with Italian estimated at 82%?	non_argument
1529	Is spanish an official language of the European Union?	non_argument
1530	What is an official language of the European Union?	non_argument
1531	Is it true that mexico contains the largest population of Spanish speakers?	non_argument
1532	Mexico contains the largest population of what?	non_argument
1533	Is this phenomenon notable in Brazil?	non_argument
1534	Is spanish one of the official languages?	non_argument
1535	Is universidad de MÃ©xico Instituto Cervantes Spanish language of Spain?	non_argument
1536	Is spanish language of the European Union?	non_argument
1537	Pasan en consecuencia , las palabras que comienzan por estas dos letras , o que las contienen , a alfabetizarse en los lugares que les corresponden dentro de la c y de la l , respectivamente ?	non_argument
1538	Allow the common features of the writing systems of the Romance languages for a greater amount of interlingual reading comprehension than oral communication would ?	non_argument
1539	What was Swahili language`s profession?	non_argument
1540	How many years ago was an interterritorial conference held at Mombasa ?	non_argument
1541	What is Swahili language`s last name?	non_argument
1542	How many years ago was it when the rulers of Zanzibar organized trading expeditions into the interior of the mainland , up to the various lakes in the continent `s Great Rift Valley?	non_argument
1543	What is Swahili language`s first name?	non_argument
1544	Where did Swahili language die?	non_argument
1545	Has swahili no diphthongs?	non_argument
1546	Is a third  prefix the object  prefix?	non_argument
1547	When is /ref>	non_argument
1548	Swahili unusual?	non_argument
1549	Where does swahili grammar arrange nouns?	non_argument
1550	What was the only good candidate in these two colonies?	non_argument
1551	Do some writers mark aspirated consonants?	non_argument
1552	Was one key step in spreading Swahili to create a standard written language?	non_argument
1553	Are there today more speakers in Kenya of the Somali coast?	non_argument
1554	Is      / ref Swahili unusual among sub-Saharan languages?	non_argument
1555	The pronunciation of the phoneme / u / stands between what?	non_argument
1556	Are vowels never reduced , regardless of stress ?	non_argument
1557	Does the Australian Black Swan have white feathers on its wings?	non_argument
1558	Do swans belong to the family Anatidae?	non_argument
1559	Can black swans swim with only one leg?	non_argument
1560	What are young swans known as?	non_argument
1561	What is the Irish legend of the Children of Lir about?	non_argument
1562	What is the Sanskrit word for swan?	non_argument
1563	"Which album was the song ""The Bonny Swans"" from?"	non_argument
1564	What is the Polish word for swan?	non_argument
1565	Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?	non_argument
1566	Are swan birds of the family Anatidae?	non_argument
1567	Do swans feature strongly in mythology?	non_argument
1568	Is the Trumpeter Swan the largest bird?	non_argument
1569	What is the name of young swans?	non_argument
1570	"Where is the word ""swan"" derived from?"	non_argument
1571	What is the best known story about a swan?	non_argument
1572	Are swans and ducks birds of the same family?	non_argument
1573	What is the name of an adult female?	non_argument
1574	What is the color of the Australian Black Swan?	non_argument
1575	Is the Tiger a member of the Felidar family?	non_argument
1576	Are tigers solitary animals?	non_argument
1577	Are panthers a type of tiger?	non_argument
1578	What do tigers' powerfully built legs and shoulders allow tigers to do?	non_argument
1579	What would a tiger do when seized by a crocodile?	non_argument
1580	What are the typical features of a tiger country?	non_argument
1581	Would it be common for tigers to mate in January?	non_argument
1582	About how many square kilometers would be needed to house 3 female tigers?	non_argument
1583	Would a tiger be likely to feedon smaller animals, such as mice?	non_argument
1584	Did the predecessors to trumpets have valves?	non_argument
1585	Are trumpets constructed of brass?	non_argument
1586	Is the bass trumpet the smallest trumpet?	non_argument
1587	What musical styles is the trumpet used in?	non_argument
1588	What is the most common type of trumpet?	non_argument
1589	How does a trumpet produce sound?	non_argument
1590	How do trumpets compensate for wolf tones?	non_argument
1591	Did Miles Davis play the trumpet?	non_argument
1592	Does a trumpet have a mellower tone than a cornet?	non_argument
1593	Is the name of the upper shell of a turtle called the plastron?	non_argument
1594	Do scutes fall away from the turtle's shell?	non_argument
1595	Do Terrestrial tortoises have short feet?	non_argument
1596	How many groups are turtles broken down into?	non_argument
1597	Where are the only surviving giant tortoises?	non_argument
1598	How do turtles chew food?	non_argument
1599	Are tortoises land based?	non_argument
1600	Where are turtle eggs layed?	non_argument
1601	Is turtle soup considered a delicacy?	non_argument
1602	Are Testudines the crown group of the superorder Chelonia?	non_argument
1603	Do turtles breathe air?	non_argument
1604	Are harvesting wild turtles legal anywhere?	non_argument
1605	Approximately how many species of Testudines are alive today?	non_argument
1606	Where is harvesting wild turtles legal?	non_argument
1607	What was the largest ever chelonian?	non_argument
1608	Is there a way to approximate the age of a turtle?	non_argument
1609	Can turtles spend all their time underwater?	non_argument
1610	Are violinists and fiddlers the same thing?	non_argument
1611	Are violins a single size?	non_argument
1612	Are violas and cellos in the same family of instruments as violins?	non_argument
1613	"Where does the word ""violin"" come from?"	non_argument
1614	What is someone who makes violins called?	non_argument
1615	How many strings does a violin usually have?	non_argument
1616	What are violins made of?	non_argument
1617	How long have people been making instruments like violins?	non_argument
1618	Whate is the usual pitch range of a violin?	non_argument
1619	Are xylophone bars made of rosewood?	non_argument
1620	Is the xylophone a precursor to the vibraphone?	non_argument
1621	Were ancient mallets made of copper?	non_argument
1622	Where did the xylophone originate?	non_argument
1623	What is the earliest historical reference in Europe?	non_argument
1624	How are western-style xylophones characterised?	non_argument
1625	Can a xylophone be 3 octaves?	non_argument
1626	Can a short bar follow a long bar?	non_argument
1627	Did vibraphones exist in 1930?	non_argument
1628	Was Alessandro Volta a professor of chemistry?	non_argument
1629	Did Alessandro Volta invent the remotely operated pistol?	non_argument
1630	Was Alessandro Volta taught in public schools?	non_argument
1631	Who did Alessandro Volta marry?	non_argument
1632	What did Alessandro Volta invent in 1800?	non_argument
1633	What is the battery made by Alessandro Volta credited as?	non_argument
1634	Did Alessandro Volta die and retire in the same place?	non_argument
1635	When did Alessandro Volta improve  and popularize the electrophorus?	non_argument
1636	How long was Alessandro Volta a professor at the University of Pavia?	non_argument
1637	Was Alessandro Volta an Egyptian?	non_argument
1638	Was Volta taught in public schools?	non_argument
1639	Was Volta made a count in 1810?	non_argument
1640	Who made Volta a count?	non_argument
1641	Where was Volta born?	non_argument
1642	When did Volta retire?	non_argument
1643	A year before improving and popularizing the electrophorus, what did Volta become?	non_argument
1644	Was Volta buried where he died or was he buried someplace else?	non_argument
1645	Did Volta marry before he became professor of experimental physics at the University of Pavia?	non_argument
1646	What happened in 1810?	non_argument
1647	Wasn't Alessandro Volta born in Como?	non_argument
1648	Was Alessandro Volta born in Como?	non_argument
1649	Who became a professor of physics at the Royal School in Como?	non_argument
1650	When was Volta made a count by Napoleon?	non_argument
1651	Is Voltas legacy celebrated by a Temple on the shore of Lake Como in the center of the town?	non_argument
1652	Is the battery made by Volta credited as the first electrochemical cell?	non_argument
1653	Was Volta made a count by Napoleon in 1810?	non_argument
1654	In what year did he become a professor of physics at the Royal School in Como?	non_argument
1655	Was Avogadro a  professor at the University of Turin?	non_argument
1656	Was he a member of the Royal Superior Council on Public Instruction?	non_argument
1657	Is Avogadro's number used to compute the results of chemical reactions?	non_argument
1658	Who first calculated the value of Avogadro's number?	non_argument
1659	What does Avogadro's Law state?	non_argument
1660	Who showed that Avogadro's theory held in dilute solutions?	non_argument
1661	In what language was his 1811 paper published?	non_argument
1662	Who was Avogadro's wife?	non_argument
1663	Why did Avogadro lose his chair at the University of Turin?	non_argument
1664	Was Amedeo Avogadro was born in Turin?	non_argument
1665	Is Avogadro hailed as a founder of the atomic-molecular theory?	non_argument
1666	Did Johann Josef Loschmidt first calculate the value of Avogadro's number?	non_argument
1667	In 1820, Avogadro became a professor of physics where?	non_argument
1668	Avogadro did not actually use what word?	non_argument
1669	The number of elementary entities in 1 mole of a substance is known as what?	non_argument
1670	What would a German call Avogadro's number?	non_argument
1671	Is Amedeo Avogadro Italian?	non_argument
1672	Did he become a professor before the revolutionary movements against the king of Sardinia?	non_argument
1673	Do ants belong to the Hymenoptera order?	non_argument
1674	Are ants used in cuisine?	non_argument
1675	Does an ant's head contain sensory organs?	non_argument
1676	How do most ants travel?	non_argument
1677	In ant colonies, what are the fertile female ants called?	non_argument
1678	Who wrote about ants in A Tramp Abroad?	non_argument
1679	Do the ants eat plants, meats, or both?	non_argument
1680	What organs gives a bull ant its good sight?	non_argument
1681	What may happen to red fire ants if we use boiling water on the queen?	non_argument
1682	Are ants found in Antartica?	non_argument
1683	Do male ants take flight before females?	non_argument
1684	Do worker ants have wings?	non_argument
1685	What are the three segments of an ant?	non_argument
1686	What are the ant colonies that lack queens called?	non_argument
1687	Where are bullet ants located?	non_argument
1688	Do ants belong to the same order as bees?	non_argument
1689	What is the most common color of ants?	non_argument
1690	Do all ants build nests?	non_argument
1691	Ultraviolet vision was first discovered in ants by Sir who in 1881?	non_argument
1692	Do ants thrive in most ecosystems?	non_argument
1693	Are several species of ants able to use the Earths magnetic field?	non_argument
1694	Are termites actually more closely related to cockroaches as well as mantids?	non_argument
1695	Do some caterpillars produce vibrations as well as sounds?	non_argument
1696	Did ants evolve from wasp-like ancestors in the mid-Cretaceous period between 110 and 130 million years ago and diversified after the rise of flowering plants?	non_argument
1697	Is the ant a marsupial?	non_argument
1698	Are they easily identified by their elbowed antennae and a distinctive node-like structure that forms a slender waist?	non_argument
1699	Is Antwerp a city?	non_argument
1700	Is Antwerp a municipality?	non_argument
1701	Is Antwerp in Belgium?	non_argument
1702	What is Antwerp?	non_argument
1703	What is the population of the city of Antwerp?	non_argument
1704	Where is the city of Antwerp?	non_argument
1705	Why is Antwerp important to fashion?	non_argument
1706	Antwerp is to the east of what river?	non_argument
1707	How many municipalities does Antwerp have?	non_argument
1708	Is Arabic a Central Semitic language?	non_argument
1709	Was Arabic a major vehicle of culture in Europe?	non_argument
1710	Is Arabic classified alongside Semitic languages?	non_argument
1711	How many people speak the Arabic language?	non_argument
1712	When was Arabic calligraphy invented?	non_argument
1713	Where is Arabic spoken?	non_argument
1714	Why is Arabic related to Islam?	non_argument
1715	Why does Arabic heavily influence European languages?	non_argument
1716	"How do you say ""black"" in Arabic?"	non_argument
1717	Is Arabic the largest member of the Semitic language family?	non_argument
1718	Does Modern Standard Arabic continue to evolve like other languages?	non_argument
1719	Is Hassaniya Arabic spoken in Mauritania?	non_argument
1720	What is the only variety of modern Arabic that has acquired official language status?	non_argument
1721	Egyptian Arabic is spoken by how many in Egypt?	non_argument
1722	Where are the Western Arabic numerals used?	non_argument
1723	The most active Academies of Arabic Language are found where?	non_argument
1724	Hassan Massoudy is a master of what genre?	non_argument
1725	Is Berlin the capital city of Germany?	non_argument
1726	Is Berlin the largest city in Germany?	non_argument
1727	Is Schloss Charlottenburg the largest existing palace in Berlin?	non_argument
1728	Which building is the site of the German parliament?	non_argument
1729	Which two sports events did the Olympiastadion host?	non_argument
1730	Where is the Berliner Dom located?	non_argument
1731	Which Berlin building did architect Norman Foster remodel in the 1990s?	non_argument
1732	Why is Vattenfall shifting towards reliance on cleaner, renewable energy sources?	non_argument
1733	What are the names of the two zoos in Berlin?	non_argument
1734	Is Berlin the headquarters of Springer?	non_argument
1735	Does the Gendarmenmarkt border the French Cathedral?	non_argument
1736	Is the Nauen plain north of Berlin?	non_argument
1737	Where is the bust of Queen Nefertiti?	non_argument
1738	Where does the German President live?	non_argument
1739	When did Berlin give up its status as a free Hanseatic city?	non_argument
1740	Which is the busiest airport in Berlin?	non_argument
1741	How many occupation zones was Germany divided into after the war?	non_argument
1742	Where was Popkomm held before moving to Berlin?	non_argument
1743	Who was Blaise Pascal's father?	non_argument
1744	Was Pascal a French mathematician?	non_argument
1745	Did Pascal have poor health throughout his life?	non_argument
1746	How old was Pascal when he lost his mother?	non_argument
1747	Who was Pascal's younger sister?	non_argument
1748	What led Pascal to his religious conversion?	non_argument
1749	How old was Pascal when he died?	non_argument
1750	Did Pascal write about cycloid before 1658?	non_argument
1751	Is there a programming language called Pascal?	non_argument
1752	Crowds of believers came to see and kiss the thorn; all of Catholic where acclaimed a miracle?	non_argument
1753	Wasn't Blaise Pascal a work of Desargues on conic sections?	non_argument
1754	Who died the next morning?	non_argument
1755	When did his father die?	non_argument
1756	Was he a child prodigy who was educated by his father, a civil servant?	non_argument
1757	Was Pascal's earliest work in the natural and applied sciences where he made important contributions to the construction of mechanical calculators, the study of fluids, and clarified the concepts of pressure and vacuum by generalizing the work of Evangelista Torricelli?	non_argument
1758	Did Pascal also write in defense of the scientific method?	non_argument
1759	Do butterflies make sounds?	non_argument
1760	Do butterflies have two eyes?	non_argument
1761	Does a black moth mean that someone has died?	non_argument
1762	What is the outer layer of the cuticle made of?	non_argument
1763	Where was there a vast swarm of butterflies?	non_argument
1764	What butterfly is migratory?	non_argument
1765	Do butterflies carry more pollen than Hymenoptera?	non_argument
1766	What allows the butterfly to evade predators?	non_argument
1767	What happens if a wing is removed?	non_argument
1768	Was Charles-Augustin de Coulomb a Spanish Biologist?	non_argument
1769	Was the SI unit of charge named after Charles-Augustin de Coulomb?	non_argument
1770	Was Charles-Augustin de Coulomb ever employed at La Rochelle?	non_argument
1771	What is Charles-Augustin de Coulomb best known for?	non_argument
1772	Whose ideas inspired Charles-Augustin de Coulomb's experiments on the resistance of masonries?	non_argument
1773	When did Charles-Augustin de Coulomb join his father's family in Montpeillier?	non_argument
1774	Did Charles-Augustin de Coulomb come from a poor family?	non_argument
1775	What is Coulomb's law?	non_argument
1776	Where is Collège des Quatre-Nations located?	non_argument
1777	What happened in 1785?	non_argument
1778	What happened in 1757 to 1759?	non_argument
1779	Regarding this topic, what did the Revolution do?	non_argument
1780	Who determined to pursue mathematics?	non_argument
1781	When did Coulomb return to Paris?	non_argument
1782	Does Coulomb leave a legacy as a pioneer in the field of geotechnical engineering for his contribution to retaining wall design?	non_argument
1783	Did the family move to Paris as well as there Coulomb studied at the prestigious Collge des Quatre-Nations?	non_argument
1784	Was Coulomb born in Angoulme France to a well-to-do family?	non_argument
1785	Is he best known for developing Coulomb's law, the definition of the electrostatic force of attraction and repulsion?	non_argument
1786	The SI unit of charge, the coulomb, was named after him?	non_argument
1787	Did Coulomb die in AngoulÃªme, France, to a well-to-do family?	non_argument
1788	Are all spoken varieties of Chinese tonal and analytical?	non_argument
1789	Is fifty percent or more of Korean vocabulary of Chinese origin?	non_argument
1790	"Does ""ketchup"" come from the Minnan pronunciation of &#39853;&#27713; (koe-tsiap)?"	non_argument
1791	What is the most common romanization standard for Standard Mandarin today?	non_argument
1792	"What is the official standard language used by the People's Republic of China, the Republic of China, and Singapore (where it is called ""Huayu"")?"	non_argument
1793	How many head entries for character definitions does the Zhonghua Zihai &#20013;&#21326;&#23383;&#28023; (1994) contain?	non_argument
1794	What does the PRC government classify as literacy amongst workers?	non_argument
1795	How is South China linguistically different from North China?	non_argument
1796	&#20415;&#24403;/&#20415;&#30070; lunchbox or boxed lunch (from bento) and &#26009;&#29702; prepared cuisine are loan words from which language?	non_argument
1797	What is the standardized form of spoken chinese?	non_argument
1798	Is diglossia a common feature in mainland China and Taiwan?	non_argument
1799	Do linguists often view Chinese as a language family?	non_argument
1800	When did classical Chinese literature begin?	non_argument
1801	How does the government of the People's Republic of China often refer to all divisions of the Sinitic language(s) besides Standard Mandarin?	non_argument
1802	When was Middle Chinese used?	non_argument
1803	How is the pronunciation of foreign words determined?	non_argument
1804	What is the total number of Chinese words?	non_argument
1805	What language was used in the Zhou and Southern Dynasties?	non_argument
1806	Is a cougar also known as a mountain lion?	non_argument
1807	Are cougars larger than jaguars?	non_argument
1808	"Does the World Conservation Union consider the cougar a ""least concern"" species?"	non_argument
1809	What are some of the cougar's primary food sources?	non_argument
1810	How long are cougar adult males (from nose to tail)?	non_argument
1811	How long is an adult cougar's paw print?	non_argument
1812	What are the three heaviest cats in the world?	non_argument
1813	On average, are cougar males heavier than females?	non_argument
1814	What are the three cat species that are native to Canada?	non_argument
1815	Is one of the parts of a cymbal called a disc?	non_argument
1816	Are ride cymbals very common?	non_argument
1817	Does Fender make cymbals?	non_argument
1818	What part of the cymbal is the bell?	non_argument
1819	What's the timber of ancient cimbals like? disfluent	non_argument
1820	What does it sound like to play cymbals with a cello bow?	non_argument
1821	What are cymbals made of?	non_argument
1822	How many cymbals typically go in a drum kit?	non_argument
1823	What kinds of musical groups use cymbals?	non_argument
1824	Are dragonflies capable of walking?	non_argument
1825	Do dragonfly nymphs ever hunt on land?	non_argument
1826	Do dragonflies spend most of their lives in their adult form?	non_argument
1827	What are dragonfly larvae known as?	non_argument
1828	On what continent have dragonflies often been seen as sinister?	non_argument
1829	In how many directions can the adult dragonfly propel itself?	non_argument
1830	What is the hobby of seeking out dragonflies and damselflies called?	non_argument
1831	In what country are dragonflies used as a food source?	non_argument
1832	Which culture has a legend that claims that trolls sent dragonflies to poke out their enemies' eyes?	non_argument
1833	Is the dragonfly associated with late summer as well as early autumn?	non_argument
1834	Does Exposure to air cause the larva to begin breathing?	non_argument
1835	Is it characterized by large multifaceted eyes, two pairs of strong transparent wings, and an elongated body?	non_argument
1836	Is the drum a member of the percussion group?	non_argument
1837	Does each type of drum head serve its own musical purpose?	non_argument
1838	Is the Aburukuwa a type of drum?	non_argument
1839	How long has the basic design of the drum remained unchanged?	non_argument
1840	What is the second biggest factor affecting the sound produced by a drum?	non_argument
1841	By what name are drums classified as under the percussion group?	non_argument
1842	How do rock and roll drummers like their drumheads?	non_argument
1843	Whare is the name for drums that have a S10_set of wires held across some of all of the drum heads?	non_argument
1844	Had the drums been used in Sri Lanka since Before Christ?	non_argument
1845	Are drums often used in music therapy?	non_argument
1846	Do drums consist of at least eight membranes?	non_argument
1847	What has the most effect on how a drum sounds?	non_argument
1848	Who constructed a kit using diatonic and chromatically tuned drums?	non_argument
1849	Drums are usually played by what?	non_argument
1850	Has the design of drums changed recently?	non_argument
1851	Can some cylindrical shell drums have no drum heads?	non_argument
1852	Does every drumhead make the same sound?	non_argument
1853	Aren't drums often used in music therapy?	non_argument
1854	Aren't drums usually played by the hands?	non_argument
1855	Are drums usually played by the hands?	non_argument
1856	Do many such drums have six to ten tension rods?	non_argument
1857	Do drums consist of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with parts of a player's body, or with some sort of implement such as a drumstick, to produce sound?	non_argument
1858	Have other techniques been used to cause drums to make sound, such as the ``Thumb roll''?	non_argument
1859	Is the electric eel a true eel?	non_argument
1860	Are most eels predators?	non_argument
1861	Is eel blood toxic to humans?	non_argument
1862	How many species of true eels are there?	non_argument
1863	Where is smoked eel considered a delicacy?	non_argument
1864	How do eels begin life?	non_argument
1865	What types of fins do eels have?	non_argument
1866	What do leptocephali eat?	non_argument
1867	Do all eels live in fresh water?	non_argument
1868	Is Finnish an official language of the European Union?	non_argument
1869	Are the dialects of Finnish divided into two groups?	non_argument
1870	Is Finnish threatened by English?	non_argument
1871	When did Proto-Uralic language arrive in Finland?	non_argument
1872	What are characteristic features of Finnish?	non_argument
1873	Where is the Kven language spoken?	non_argument
1874	For how long has the classification of dialects spoken outside of Finland been a controversial issue?	non_argument
1875	Who wrote the first novel in Finnish?	non_argument
1876	What book defined the official Finnish language?	non_argument
1877	What is the earliest extant transverse flute?	non_argument
1878	When does a flute produce sound?	non_argument
1879	How can a flute's volume be increased?	non_argument
1880	Do open-ended flutes have brighter timbres?	non_argument
1881	Where was the oldest flute ever discovered found?	non_argument
1882	Are Western flutes simpler than Indian flutes?	non_argument
1883	Why is a police whistle very wide for its pitch?	non_argument
1884	What are the two main varieties of Indian flutes?	non_argument
1885	Has the flute been dated to prehistoric times?	non_argument
1886	Was the pan flute used in Greece?	non_argument
1887	Can a flute be played with several different air sources?	non_argument
1888	When was the pan flute used in Greece?	non_argument
1889	When did concert flutes begin appearing in concert ensembles?	non_argument
1890	How many main varieties of Indian flutes are currently used?	non_argument
1891	What material is a chi flute fashioned from?	non_argument
1892	How does a flute player change the pitch of the sound?	non_argument
1893	What is the most basic form of the flute?	non_argument
1894	Has the dragon historically served as China's national emblem?	non_argument
1895	Do pandas hibernate?	non_argument
1896	Do giant pandas attack humans?	non_argument
1897	What family is the panda a part of?	non_argument
1898	How long does it take for the panda cubs skin to turn gray?	non_argument
1899	How many different names did Chinese writings give to the panda?	non_argument
1900	What foods do pandas eat?	non_argument
1901	What are the two subspecies of giant pandas?	non_argument
1902	What is panda diplomacy?	non_argument
1903	Is the Giant Panda a mammal?	non_argument
1904	Is the Giant Panda a terrestrial animal?	non_argument
1905	Is the Giant Panda an endangered species?	non_argument
1906	Where do Giant Pandas live?	non_argument
1907	When was the Giant Panda's genome sequenced?	non_argument
1908	How many subspecies of the Giant Panda are there?	non_argument
1909	Is the Giant Panda a carnivore?	non_argument
1910	Why is the Giant Panda an endangered species?	non_argument
1911	Is the population of wild Giant  Pandas growing?	non_argument
1912	Is an acoustic guitar dependent on an external device?	non_argument
1913	Is the battente smaller than a classical guitar?	non_argument
1914	Is the flamenco guitar similar to the classical guitar?	non_argument
1915	Where is the headstock located?	non_argument
1916	Whom are guitars made and repaired by?	non_argument
1917	What are modern guitar strings constructed of?	non_argument
1918	Why are Harp Guitars difficult to classify?	non_argument
1919	What is the bridge used for?	non_argument
1920	Which guitars use three single-coil pickups?	non_argument
1921	Is a guitar an instrument?	non_argument
1922	Can guitars be divided into two broad categories?	non_argument
1923	Do picks come in many shapes and sizes?	non_argument
1924	How many strings does a guitar typically have?	non_argument
1925	What is located at the end of the guitar neck furthest from the body?	non_argument
1926	What are most electric guitar bodies made of?	non_argument
1927	Why do some people believe that left-handed people should learn to play guitars as right-handed people do?	non_argument
1928	How old is the oldest known representation of a guitar-like intrument being played?	non_argument
1929	What is the point called that is bolted or glued to the body of the guitar?	non_argument
1930	Did Becquerel study science at the École des Ponts et Chaussées?	non_argument
1931	Did he become chief engineer in the Department of Bridges and Highways in 1892?	non_argument
1932	Was Becquerel a French physicist?	non_argument
1933	Whom did he share the Nobel Prize with?	non_argument
1934	What is the SI unit for radioactivity called?	non_argument
1935	When Becquerel discovered radioactivity, whose work did he investigate?	non_argument
1936	Where are there craters named Becquerel?	non_argument
1937	Why did Bequerel win the Nobel Prize in Physics?	non_argument
1938	Was Isaac Newton British?	non_argument
1939	Was Isaac Newton religious?	non_argument
1940	Did Isaac Newton die in 1898?	non_argument
1941	Where was Isaac Newton born?	non_argument
1942	Who shares credit with Isaac Newton for developing calculus?	non_argument
1943	When did Isaac Newton discover the generalized binomial theorem?	non_argument
1944	Did the Occult influence Newton's theory of gravitation?	non_argument
1945	Were Newton's religious views consistent with Anglicanism?	non_argument
1946	Which fruit inspired Isaac Newton's theory of gravitation?	non_argument
1947	Was Sir Isaac Newton an English physicist and mathematician?	non_argument
1948	Did he build the first practical reflecting telescope?	non_argument
1949	Was Isaac Newton educated at The King's Schol, Grantham?	non_argument
1950	When was the Principia published?	non_argument
1951	Where is there a Newton statue on display?	non_argument
1952	Where was Isaac Newton buried?	non_argument
1953	What religion did Isaac Newton follow?	non_argument
1954	What food gave Isaac Newton clues to his theory of gravity?	non_argument
1955	Who was a farmer and later a land surveyor for the government?	non_argument
1956	Regarding this topic, what did David Alfaro Siqueiros do?	non_argument
1957	Who used hardened brushes, sticks,?	non_argument
1958	When were his papers donated by Lee Krasner?	non_argument
1959	Did Free Jazz feature a Pollock painting as its cover artwork?	non_argument
1960	Was Paul Jackson Pollock an influential American painter as well as a major figure in the abstract expressionist movement?	non_argument
1961	Give an example of the origins of the term action painting. 	non_argument
1962	During his lifetime, did Pollock enjoy considerable fame and notoriety?	non_argument
1963	Was he regarded as a mostly reclusive artist?	non_argument
1964	Is the Wisma building the tallest building in Indonesia?	non_argument
1965	is there a chinese community in jakarta?	non_argument
1966	Is Jakarta the 12th largest city in the world?	non_argument
1967	What is the capital of Indonesia?	non_argument
1968	What is the official name of Jakarta?	non_argument
1969	How is the climate in the city?	non_argument
1970	Where does the name of the city Jakarta come from?	non_argument
1971	How is the city's governor chosen?	non_argument
1972	Why does Jakarta suffer frequent flooding?	non_argument
1973	Is the the biggest university in Jakarta the University of Indonesia	non_argument
1974	Is Jakarta a city	non_argument
1975	Is the most important river the Ciliwung River	non_argument
1976	Where is Jakarta located	non_argument
1977	Who created Monas Park	non_argument
1978	Do mikrolets travel on the main roads?	non_argument
1979	What contributes to frequent flooding in Jakarta	non_argument
1980	Did the economy improve in Jakarta in 2007	non_argument
1981	In AD 39, King Purnawarman established Sunda Pura as a new capital city for the kingdom, located at the northern coast of where?	non_argument
1982	In 1602, the British East India Company's first voyage, commanded by Sir who, arrived in Aceh and sailed on to Banten where they were allowed to build a trading post?	non_argument
1983	Who began control of migration to the city in order to stem the overcrowding and poverty?	non_argument
1984	Did Jayawikarta's soldiers attack the Dutch fortress?	non_argument
1985	Did Suharto resign as president?	non_argument
1986	Was the Jakarta area part of the fourth century Indianized kingdom of Tarumanagara?	non_argument
1987	Do other landmarks include the Istiqlal Mosque as well as Jakarta Cathedral?	non_argument
1988	Give an example of the many Sukarno era monuments in the city. 	non_argument
1989	Is Jakarta the country's economic, cultural and political center?	non_argument
1990	Is James Watt French?	non_argument
1991	Did James Watt improve an engine?	non_argument
1992	Is there a statue of Watt in the White House?	non_argument
1993	What was James Watt's father's job?	non_argument
1994	When did Watt retire?	non_argument
1995	Where is the James Watt Memorial College?	non_argument
1996	Why is the watt named after Watt?	non_argument
1997	Where did Watt attend university?	non_argument
1998	What did he invent?	non_argument
1999	Was James Watt a member of the Lunar Society?	non_argument
2000	Did James Watt marry his cousin?	non_argument
2001	Was Watt married to Agnes Muirhead?	non_argument
2002	How old was James Watt when his mother died?	non_argument
2003	In what year did Watt retire?	non_argument
2004	Where was Watt buried?	non_argument
2005	When did Watt S10_set up his workshop at the University of Glasgow?	non_argument
2006	Why did the Glasgow Guild of Hammermen reject Watt's application to become a mathematical instrument maker?	non_argument
2007	How old was Watt when he died?	non_argument
2008	What happened in the early 20th century?	non_argument
2009	Do Koalas have a slow metabolism?	non_argument
2010	Did eucalypt forests grow in the place of rainforests?	non_argument
2011	Does the koala fill the same ecological role as the sloth of South America?	non_argument
2012	Is the long term viability of the koala therefore threatened by genetic weakness?	non_argument
2013	Is the koala found in coastal regions of eastern and southern Australia, from near Adelaide to the southern part of Cape York Peninsula?	non_argument
2014	Do populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands?	non_argument
2015	Were the koalas of South Australia largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock?	non_argument
2016	Is Korean the official language of Korea?	non_argument
2017	"Is the word ""Korean"" derived from Goryeo?"	non_argument
2018	Are all dialects of Korean similar to each other?	non_argument
2019	About how many Koreans speakers are there?	non_argument
2020	"Older English sources used the name ""Korean"" to refer to what?"	non_argument
2021	What is the official language of North Korea?	non_argument
2022	Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?	non_argument
2023	Where do the majority of loanwords other than Sino-Korean come from?	non_argument
2024	How many Korean speakers are there?	non_argument
2025	How many parts of speech does the Korean language contain?	non_argument
2026	How many verb paradigms are there in Korean?	non_argument
2027	What is the Sino-Korean system of numbers based on?	non_argument
2028	What is another term for Korean adjectives?	non_argument
2029	Is modern Korean written in columns or rows?	non_argument
2030	What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?	non_argument
2031	Do Chinese and Japanese have spaces between words?	non_argument
2032	From which languages is Korean descended?	non_argument
2033	Are there seven verb paradigms or speech levels in Korean?	non_argument
2034	Is Modern Korean written with spaces between words?	non_argument
2035	Are the Korean names for the language based on the names for Korea used in North as well as South Korea?	non_argument
2036	Is it not also one of the two official languages of the Yanbian Korean Autonomous Prefecture in China?	non_argument
2037	Is the dialect spoken in Jeju located in fact classified as a different language by all Korean linguists?	non_argument
